Location,Latitude,Longitude,Comb
Junction 8 (9 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Start Smart Learning Centre Pte Ltd (164 Tampines Street 12),1.3495577,103.9460777,"1.3495577,103.9460777"
Paya Lebar Square (60 Paya Lebar Road),1.3187949,103.8927472,"1.3187949,103.8927472"
Bedok Interchange Hawker Centre (208B New Upper Changi Road),1.3246551,103.9305263,"1.3246551,103.9305263"
Tampines Mart (9 Tampines Street 32),1.3544642,103.9600116,"1.3544642,103.9600116"
The Grandstand (200 Turf Club Road),1.3380084,103.7934418,"1.3380084,103.7934418"
Bedok Mall (311 New Upper Changi Road),1.3243963,103.9293061,"1.3243963,103.9293061"
Superluck Food Court (440 Bukit Batok West Avenue 8),1.3558543,103.739564,"1.3558543,103.739564"
Junction 8 (9 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Ntuc Fairprice (345 Jurong East Street 31),1.3455573,103.7309458,"1.3455573,103.7309458"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
Junction 8 (9 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),1.3692841,103.958198,"1.3692841,103.958198"
Bugis+ (201 Victoria Street),1.2995955,103.8542191,"1.2995955,103.8542191"
Fu Lu Shou Complex (149 Rochor Road),1.3017027,103.8544208,"1.3017027,103.8544208"
Kopitiam (10 Jurong East Street 12),1.3327955,103.7425054,"1.3327955,103.7425054"
Market Square @ Downtown East,49.2833306,-123.092852,"49.2833306,-123.092852"
51@Amk (51 Ang Mo Kio Avenue 3),1.3694195,103.8472674,"1.3694195,103.8472674"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),1.3692841,103.958198,"1.3692841,103.958198"
The Shoppes At Marina Bay Sands (10 Bayfront Avenue),1.2842759,103.8600338,"1.2842759,103.8600338"
Peninsula Plaza (111 North Bridge Road),1.2923407,103.8508826,"1.2923407,103.8508826"
Takashimaya (391A Orchard Road),1.3025944,103.8353161,"1.3025944,103.8353161"
Rivervale Plaza (118 Rivervale Drive),1.385387,103.9018653,"1.385387,103.9018653"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
"City Square Mall (180 Kitchener Road) 
",1.3114516,103.8561608,"1.3114516,103.8561608"
Yang Ming & Hoki Coffee Shop (150 Bishan Street 11),1.3445507,103.8556173,"1.3445507,103.8556173"
Bukit Panjang Plaza (1 Jelebu Road),1.3800396,103.7642339,"1.3800396,103.7642339"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Skp (683 Hougang Avenue 8),1.3738825,103.8863459,"1.3738825,103.8863459"
Rivervale Plaza (118 Rivervale Drive),1.385387,103.9018653,"1.385387,103.9018653"
West Gate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Sheng Siong Supermarket (19 Serangoon North Avenue 5),1.3755459,103.8718845,"1.3755459,103.8718845"
Ngee Ann City (391 Orchard Rd),1.3025572,103.834568,"1.3025572,103.834568"
Junction 8 (9 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Rivervale Plaza (118 Rivervale Drive),1.385387,103.9018653,"1.385387,103.9018653"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Kopitiam (437 Fernvale Road),1.392561,103.8762433,"1.392561,103.8762433"
Tripleone Somerset (111 Somerset Road),1.3001685,103.8372952,"1.3001685,103.8372952"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Rivervale Plaza (118 Rivervale Drive),1.385387,103.9018653,"1.385387,103.9018653"
Hillion Mall (17 Petir Road),1.3784819,103.7632117,"1.3784819,103.7632117"
Bedok Point (799 New Upper Changi Road),1.3249396,103.9324355,"1.3249396,103.9324355"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Tampines Mart (9 Tampines Street 32),1.3544642,103.9600116,"1.3544642,103.9600116"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Singapore Polytechnic (500 Dover Road),1.3097757,103.7775495,"1.3097757,103.7775495"
Marina Square (6 Raffles Boulevard),1.2911534,103.8576778,"1.2911534,103.8576778"
Food Paradise (279 Sengkang East Avenue),1.3863544,103.8933702,"1.3863544,103.8933702"
Changi City Point (5 Changi Business Park Central 1),1.3342732,103.9627387,"1.3342732,103.9627387"
Changi City Point (5 Changi Business Park Central 1),1.3342732,103.9627387,"1.3342732,103.9627387"
Prime Supermarket (823 Tampines Street 81),1.3489326,103.9340708,"1.3489326,103.9340708"
Don Lechón (511 Guillemard Road),1.3140074,103.8913221,"1.3140074,103.8913221"
Boon Lay Shopping Centre (221 Boon Lay Place),1.3468433,103.7125345,"1.3468433,103.7125345"
The Seletar Mall (33 Sengkang West Avenue),1.3915208,103.8760834,"1.3915208,103.8760834"
Rivervale Plaza (118 Rivervale Drive),1.385387,103.9018653,"1.385387,103.9018653"
Web Pub & Karaoke (156 Joo Chiat Road),1.3131308,103.8995998,"1.3131308,103.8995998"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
Tampines 1 (10 Tampines Central 1),1.3540351,103.9453692,"1.3540351,103.9453692"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Marina Bay Sands Casino (10 Bayfront Avenue),1.2814374,103.8589788,"1.2814374,103.8589788"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Marina Bay Sands Casino (10 Bayfront Ave),1.2814374,103.8589788,"1.2814374,103.8589788"
Sengkang Community Club (2 Sengkang Square),1.3927673,103.8940297,"1.3927673,103.8940297"
Kopitiam City (275D Compassvale Link),1.3827774,103.8940196,"1.3827774,103.8940196"
Ion Orchard (2 Orchard Turn),1.3039288,103.8319512,"1.3039288,103.8319512"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Midview City (26 Sin Ming Lane),1.3590081,103.8339108,"1.3590081,103.8339108"
Sheng Siong Supermarket (4 Lorong 7 Toa Payoh),1.3390352,103.8552699,"1.3390352,103.8552699"
Changi City Point (5 Changi Business Park Central 1),1.3342732,103.9627387,"1.3342732,103.9627387"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
"Jem (50 Jurong Gateway Road) 
∙ Lenu",1.3328303,103.7432656,"1.3328303,103.7432656"
Kimly Coffeeshop (444 Pasir Ris Drive 6),1.3700016,103.9574202,"1.3700016,103.9574202"
Craftsmen Specialty Coffee Holland (275 Holland Avenue),1.31178,103.795252,"1.31178,103.795252"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Jewel Changi Airport (78 Airport Boulevard),1.3602082,103.9897593,"1.3602082,103.9897593"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Mbfc Tower 1 (8 Marina Boulevard),1.2801853,103.8541944,"1.2801853,103.8541944"
The Beef Station (2 Tai Thong Crescent),1.3284368,103.8694405,"1.3284368,103.8694405"
Upper Boon Keng Market And Food Centre (17 Upper Boon Keng Road),1.3148792,103.871856,"1.3148792,103.871856"
Ngee Ann City (391 Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Singapore Polytechnic (500 Dover Road),1.3097757,103.7775495,"1.3097757,103.7775495"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Tampines 1 (10 Tampines Central 1),1.3540351,103.9453692,"1.3540351,103.9453692"
Great World City (1 Kim Seng Promenade),1.2936417,103.8319293,"1.2936417,103.8319293"
Hao Mart (658 Punggol East),1.3998127,103.9195322,"1.3998127,103.9195322"
Marina Square (6 Raffles Boulevard),1.2911534,103.8576778,"1.2911534,103.8576778"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Immigration Checkpoint Authority (10 Kallang Road),1.3068021,103.862769,"1.3068021,103.862769"
Selegie Soyabean (320 Bedok Road),1.3307919,103.9483469,"1.3307919,103.9483469"
White Sands (1 Pasir Ris Drive 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Hcl Education Centre (30 East Coast Road),1.3039138,103.9027859,"1.3039138,103.9027859"
Hougang One (1 Hougang Street 91),1.3760614,103.8791547,"1.3760614,103.8791547"
Ri Ri Sheng Mala Hotpot (823A Tampines Street 81),1.3487365,103.9333231,"1.3487365,103.9333231"
Kimly Coffeeshop (444 Pasir Ris Drive 6),1.3700016,103.9574202,"1.3700016,103.9574202"
Sheng Siong Supermarket (4 Toa Payoh Lorong 7),1.3390352,103.8552699,"1.3390352,103.8552699"
Parkway Centre (08/09 Marine Parade Central),1.30185,103.9060819,"1.30185,103.9060819"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
93 Lorong 4 Toa Payoh Market And Hawker Centre (93 Lorong 4 Toa Payoh),1.3385059,103.8496348,"1.3385059,103.8496348"
Aperia (12 Kallang Avenue),1.3100591,103.8643756,"1.3100591,103.8643756"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Orchard Central (181 Orchard Road),1.3006295,103.8398742,"1.3006295,103.8398742"
Ntuc Fairprice (712 Ang Mo Kio Avenue 6),1.3714145,103.8470738,"1.3714145,103.8470738"
Great World City (1 Kim Seng Promenade),1.2936417,103.8319293,"1.2936417,103.8319293"
Rivervale Mall (11 Rivervale Crescent),1.3922624,103.9044463,"1.3922624,103.9044463"
Ngee Ann City (391 Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Kinex (11 Tanjong Katong Road),1.3147221,103.8947554,"1.3147221,103.8947554"
One@Kentridge (1 Lower Kent Ridge Road),1.2934881,103.7845072,"1.2934881,103.7845072"
Happy Hawkers (267 Compassvale Link),1.3838701,103.8969096,"1.3838701,103.8969096"
Wang Learning Centre (46 East Coast Road),1.3043786,103.903353,"1.3043786,103.903353"
"White Sands (1 Pasir Ris Central Street 3) 
∙ Ntuc Fairprice",1.3724166,103.9496584,"1.3724166,103.9496584"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
Rakuichi Japanese Restaurant (10 Dempsey Rd),1.3032084,103.8103993,"1.3032084,103.8103993"
Season Live Seafood (59E Pulau Ubin),1.4026106,103.9697003,"1.4026106,103.9697003"
"Shangri-La Rasa Sentosa, Singapore (101 Siloso Road) ",1.2577323,103.8097962,"1.2577323,103.8097962"
441 Pasir Ris Drive 6 Coffeeshop (441 Pasir Ris Drive 6),1.369896,103.957506,"1.369896,103.957506"
Westgate (3 Gateway Drive),1.3345013,103.7426077,"1.3345013,103.7426077"
Tampines East Community Centre (10 Tampines Street 23),1.3533483,103.9546705,"1.3533483,103.9546705"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Ocbc (520 Toa Payoh Lorong 6),1.3329628,103.8475846,"1.3329628,103.8475846"
Twin Elite Unisex Hairdressing Salon (13 Old Airport Road),1.3073853,103.8835165,"1.3073853,103.8835165"
Lickers (124 Hougang Avenue 1),1.3529065,103.8867151,"1.3529065,103.8867151"
Royal Square @ Novena (103 Irrawaddy Road),1.3206925,103.8433558,"1.3206925,103.8433558"
Al-Azhar Restaurant (11 Cheong Chin Nam Road),1.3429208,103.7751758,"1.3429208,103.7751758"
Giant (260 Kim Keat Avenue),1.3321429,103.8573398,"1.3321429,103.8573398"
Tiong Bahru Plaza (298 Tiong Bahru Road),1.2864244,103.827346,"1.2864244,103.827346"
Tampines Central Community Complex (866A Tampines Street 83),1.3553724,103.9344296,"1.3553724,103.9344296"
18 Tai Seng (18 Tai Seng Street),1.3361149,103.8885227,"1.3361149,103.8885227"
Sheng Siong Supermarket (4 Toa Payoh Lorong 7),1.3390352,103.8552699,"1.3390352,103.8552699"
Chong Pang City Wet Market & Food Centre (105 Yishun Ring Road),1.4316885,103.8283204,"1.4316885,103.8283204"
Parkway Centre (08/09 Marine Parade Central),1.30185,103.9060819,"1.30185,103.9060819"
Tampines 1 (10 Tampines Central 1),1.3540351,103.9453692,"1.3540351,103.9453692"
Fengshan Market & Food Centre (85 Bedok North Street 4),1.3319937,103.9387402,"1.3319937,103.9387402"
Golden Landmark Shopping Centre (390 Victoria Street),1.3019631,103.8577905,"1.3019631,103.8577905"
Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),1.3692841,103.958198,"1.3692841,103.958198"
Parkway Centre (08/09 Marine Parade Central),1.30185,103.9060819,"1.30185,103.9060819"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
White Sands (1 Pasir Ris Drive 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Sampo Korean Bbq Restaurant (132 Telok Ayer Street),1.2816844,103.8480606,"1.2816844,103.8480606"
Junction 9 (18 Yishun Avenue 9),1.4330624,103.8418547,"1.4330624,103.8418547"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
"Shangri-La Rasa Sentosa, Singapore (101 Siloso Road) ",1.2577323,103.8097962,"1.2577323,103.8097962"
Lucky Plaza (304 Orchard Road),1.3045456,103.8339449,"1.3045456,103.8339449"
The Coastal Settlement (200 Netheravon Road),1.3889899,103.9778095,"1.3889899,103.9778095"
Eat First (891 East Coast Road),1.3127347,103.9240304,"1.3127347,103.9240304"
Paya Lebar Quarter Mall (10 Paya Lebar Road),1.3175284,103.8928037,"1.3175284,103.8928037"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Kimly Coffeeshop (444 Pasir Ris Drive 6),1.3700016,103.9574202,"1.3700016,103.9574202"
"Shangri-La Rasa Sentosa, Singapore (101 Siloso Road) ",1.2577323,103.8097962,"1.2577323,103.8097962"
84 Marine Parade Central Market And Food Centre (84 Marine Parade Central),1.3021262,103.906415,"1.3021262,103.906415"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Happy Hawkers (267 Compassvale Link),1.3838701,103.8969096,"1.3838701,103.8969096"
Reservoir Village (744 Bedok Reservoir Road),1.337769,103.9217855,"1.337769,103.9217855"
Teck Ghee Market & Food Centre (409 Ang Mo Kio Avenue 10),1.3625967,103.8554368,"1.3625967,103.8554368"
Ling Ling By The Wine Company (8 Dempsey Road),1.3041896,103.8095267,"1.3041896,103.8095267"
Parkway Parade (80 Marine Parade Road),1.3013366,103.9052333,"1.3013366,103.9052333"
City Plaza (810 Geylang Road),1.314767,103.8934124,"1.314767,103.8934124"
Junction 9 (18 Yishun Avenue 9),1.4330624,103.8418547,"1.4330624,103.8418547"
Parkway Parade (80 Marine Parade),1.3013366,103.9052333,"1.3013366,103.9052333"
Balestier Bak Kut Teh (365 & 369 Balestier Road),1.3248918,103.850525,"1.3248918,103.850525"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Parkway Parade (80 Marine Parade Road),1.3013366,103.9052333,"1.3013366,103.9052333"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Fengshan Market & Food Centre (85 Bedok North Street 4),1.3319937,103.9387402,"1.3319937,103.9387402"
Joo Chiat Complex (1 Joo Chiat Road),1.3156995,103.8989007,"1.3156995,103.8989007"
Joo Chiat Complex (1 Joo Chiat Road),1.3156995,103.8989007,"1.3156995,103.8989007"
18 Tai Seng (18 Tai Seng Street),1.3361149,103.8885227,"1.3361149,103.8885227"
The Star Vista (1 Vista Exchange Green),1.3068072,103.7883997,"1.3068072,103.7883997"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
The Restaurant (1010 Dover Road),1.3096279,103.7744979,"1.3096279,103.7744979"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Block 216 Bedok Food Centre And Market (216 Bedok North Street 1),1.3275219,103.9333799,"1.3275219,103.9333799"
Street 82 Coffee House (844 Tampines Street 82),1.352108,103.936474,"1.352108,103.936474"
Canberra Plaza (133 Canberra View),1.443306,103.8305883,"1.443306,103.8305883"
Sheng Siong Supermarket (52 Chin Swee Road),1.286971,103.8417616,"1.286971,103.8417616"
Sheng Siong Supermarket (209 New Upper Changi Road),1.3246908,103.9311211,"1.3246908,103.9311211"
Prime Supermarket (322 Sumang Walk),1.4109454,103.8973937,"1.4109454,103.8973937"
Bedok Mall (311 New Upper Changi Road),1.3243963,103.9293061,"1.3243963,103.9293061"
Century Square (2 Tampines Central 5),1.3523888,103.9438567,"1.3523888,103.9438567"
Compass One (1 Sengkang Square),1.3920064,103.89505,"1.3920064,103.89505"
Metta Building (32 Simei Street 1),1.346813,103.9573709,"1.346813,103.9573709"
Happy Hawkers (267 Compassvale Link),1.3838701,103.8969096,"1.3838701,103.8969096"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
F M Food Master (19 Serangoon North Avenue 5),1.3756878,103.8718879,"1.3756878,103.8718879"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
Yio Chu Kang Activesg Sports Hall (200 Ang Mo Kio Avenue 9),1.3835302,103.8460471,"1.3835302,103.8460471"
Hougang Mall (90 Hougang Avenue 10),1.3725894,103.8937225,"1.3725894,103.8937225"
201 Coffee Shop (201 Tampines Street 21),1.3529927,103.9536783,"1.3529927,103.9536783"
Changi Cycling Singapore (4 Changi Village Road),1.3889491,103.987919,"1.3889491,103.987919"
Eastwood Centre (20 Eastwood Road),1.3215353,103.9555422,"1.3215353,103.9555422"
Pasir Ris East Community Centre (1 Pasir Ris Drive 4),1.3685335,103.959445,"1.3685335,103.959445"
Ngee Ann City (391 Orchard Road),1.3025572,103.834568,"1.3025572,103.834568"
Safra Tampines (1/A Tampines Street 92),1.3446019,103.9416649,"1.3446019,103.9416649"
The Seletar Mall (33 Sengkang West Avenue),1.3915208,103.8760834,"1.3915208,103.8760834"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),1.3692841,103.958198,"1.3692841,103.958198"
Toa Payoh Hdb Hub (500 Lorong 6 Toa Payoh),1.3323583,103.8479611,"1.3323583,103.8479611"
M171 Gourmet Street Coffeeshop (171 Macpherson Road),1.32984,103.8740103,"1.32984,103.8740103"
473 Coffee Stop (473 Fernvale Street),1.3976094,103.8816077,"1.3976094,103.8816077"
Giant Hypermarket - Tampines (21 Tampines North Drive 2),1.3722747,103.9320746,"1.3722747,103.9320746"
Jem (50 Jurong Gateway Road),1.3328303,103.7432656,"1.3328303,103.7432656"
Singapore Post (1 Pasir Ris Central Street 3),1.3726325,103.9495558,"1.3726325,103.9495558"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Chai Chee Market (1 Chai Chee Avenue),1.324094,103.9261626,"1.324094,103.9261626"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Hao Mart (308C Punggol Walk),1.4077045,103.8998923,"1.4077045,103.8998923"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
Soy Eu Tua Coffee Shop (15 Upper East Coast Road),1.3129581,103.9257808,"1.3129581,103.9257808"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Bedok Mall (311 New Upper Changi Road),1.3243963,103.9293061,"1.3243963,103.9293061"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Pasir Ris Market Produce Shop (441 Pasir Ris Drive 6),1.3692841,103.958198,"1.3692841,103.958198"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
M171 Gourmet Street Coffeeshop (171 Macpherson Road),1.32984,103.8740103,"1.32984,103.8740103"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Plq Mall (10 Paya Lebar Road),1.3175284,103.8928037,"1.3175284,103.8928037"
Esr Bizpark @ Chai Chee (750 Chai Chee Road),1.3233077,103.9216954,"1.3233077,103.9216954"
Ikea Alexandra (317 Alexandra Road),1.2880072,103.8060273,"1.2880072,103.8060273"
The Seletar Mall (33 Sengkang West Avenue),1.3915208,103.8760834,"1.3915208,103.8760834"
Rivervale Mall (11 Rivervale Crescent),1.3922624,103.9044463,"1.3922624,103.9044463"
Junction 9 (18 Yishun Avenue 9),1.4330624,103.8418547,"1.4330624,103.8418547"
Siglap New Market (934 East Coast Road),1.312397,103.9252506,"1.312397,103.9252506"
Bedok Interchange Hawker Centre (208B New Upper Changi Road),1.3246551,103.9305263,"1.3246551,103.9305263"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Sheng Siong Supermarket (506 Tampines Central 1),1.356115,103.945942,"1.356115,103.945942"
Parkway Parade (80 Marine Parade),1.3013366,103.9052333,"1.3013366,103.9052333"
China Northeast Cuisine (199 New Bridge Road),42.6797116,-73.7913204,"42.6797116,-73.7913204"
Giant Hypermarket – Tampines (21 Tampines North Drive 2),1.3722747,103.9320746,"1.3722747,103.9320746"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
M171 Gourmet Street Coffeeshop (171 Macpherson Road),1.32984,103.8740103,"1.32984,103.8740103"
Great World City (1 Kim Seng Promenade),1.2936417,103.8319293,"1.2936417,103.8319293"
Tampines 1 (10 Tampines Central),1.3540351,103.9453692,"1.3540351,103.9453692"
O.Bba Jjajang (77 Tanjong Pagar Road),1.277942,103.84381,"1.277942,103.84381"
Ikea Tampines (60 Tampines North Drive 2),1.374177,103.9322926,"1.374177,103.9322926"
Thye Hwa Heng Canteen (29 Eunos Avenue 6),1.3212336,103.8957407,"1.3212336,103.8957407"
Tampines Mall (4 Tampines Central 5),1.3524936,103.9447179,"1.3524936,103.9447179"
Royal Albatross (8 Sentosa Gateway),1.258897,103.819902,"1.258897,103.819902"
Changi General Hospital (2 Simei Street 3),1.3401915,103.9495701,"1.3401915,103.9495701"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Plaza Singapura (68 Orchard Road),1.3005317,103.8452356,"1.3005317,103.8452356"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Eastlink Mall (8 Tampines Central 1),1.3544444,103.9441667,"1.3544444,103.9441667"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Sin Heng Kee Porridge (685 Hougang Street 61),1.3749796,103.8858427,"1.3749796,103.8858427"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Killiney Kopitiam (11 Upper East Coast Road),1.3129363,103.9256203,"1.3129363,103.9256203"
Ikea Alexandra (317 Alexandra Road),1.2880072,103.8060273,"1.2880072,103.8060273"
Junction 8 (9 Bishan Place),1.3506808,103.8487631,"1.3506808,103.8487631"
Toast & Curry (43 Siloso Beach Walk),1.2520323,103.8177001,"1.2520323,103.8177001"
Snip Avenue (419 Tampines Street 41),1.3579678,103.946501,"1.3579678,103.946501"
Plq Mall (10 Paya Lebar Road),1.3175284,103.8928037,"1.3175284,103.8928037"
Vivocity (1 Habourfront Walk),1.2644032,103.8222071,"1.2644032,103.8222071"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Paya Lebar Square (60 Paya Lebar Road),1.3187949,103.8927472,"1.3187949,103.8927472"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Bedok Interchange Hawker Centre (208B New Upper Changi Road),1.3246551,103.9305263,"1.3246551,103.9305263"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
The Clementi Mall (3155 Commonwealth Avenue West),1.314918,103.7643089,"1.314918,103.7643089"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Changi Airport Terminal 1 (80 Airport Boulevard),1.3620259,103.9901397,"1.3620259,103.9901397"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
Tampines Mart (9 Tampines Street 32),1.3544642,103.9600116,"1.3544642,103.9600116"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Tampines 1 (10 Tampines Central 1),1.3540351,103.9453692,"1.3540351,103.9453692"
Changi Airport Terminal 3 (65 Airport Boulevard),1.3555805,103.9861962,"1.3555805,103.9861962"
White Sands (1 Pasir Ris Central Street 3),1.3724166,103.9496584,"1.3724166,103.9496584"
Chai Chee United Temple (6 Chai Chee Lane),1.328484,103.9191211,"1.328484,103.9191211"
Jewel Changi Airport (78 Airport Boulevard),1.3602082,103.9897593,"1.3602082,103.9897593"
Jewel Changi Airport (78 Airport Boulevard),1.3602082,103.9897593,"1.3602082,103.9897593"
Waterway Point (83 Punggol Central),1.40669,103.9021738,"1.40669,103.9021738"
Tampines 1 (10 Tampines Central),1.3540351,103.9453692,"1.3540351,103.9453692"
Eastpoint Mall (3 Simei Street 6),1.3427145,103.9530415,"1.3427145,103.9530415"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
Kopitiam Square (10 Sengkang Square),1.3914889,103.8936103,"1.3914889,103.8936103"
